"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS","TH","FI","VI"
"TID_PANAMA","Panama","Panama","Panama","Panamá","Panama","Panama","Panama","Panama","パナマ","파나마","Панама","بنما","Panamá","巴拿马","巴拿馬","پاناما","Panama","Panama","ปานามา","Panama","Panama"
"TID_PAPUA_NEW_GUINEA","Papua New Guinea","Papouasie-Nouvelle-Guinée","Papua-Neuguinea","Papúa Nueva Guinea","Papua Nuova Guinea","Papoea-Nieuw-Guinea","Papua Ny-Guinea","Papua Yeni Gine","パプアニューギニア","파푸아 뉴 기니","Папуа — Новая Гвинея","بابوا غينيا الجديدة","Papua-Nova Guiné","巴布亚新几内亚","巴布亞紐幾內亞","پاپوآ گینه نو","Papua Nugini","Papua New Guinea","ปาปัวนิวกินี","Papua-Uusi-Guinea","Papua New Guinea"
"TID_PARAGUAY","Paraguay","Paraguay","Paraguay","Paraguay","Paraguay","Paraguay","Paraguay","Paraguay","パラグアイ","파라과이","Парагвай","بارغواي","Paraguai","巴拉圭","巴拉圭","پاراگوئه","Paraguay","Paraguay","ปารากวัย","Paraguay","Paraguay"
"TID_PERU","Peru","Pérou","Peru","Perú","Perù","Peru","Peru","Peru","ペルー","페루","Перу","بيرو","Peru","秘鲁","秘魯","پرو","Peru","Peru","เปรู","Peru","Peru"
"TID_PHILIPPINES","Philippines","Philippines","Philippinen","Filipinas","Filippine","Filipijnen","Filippinene","Filipinler","フィリピン","필리핀","Филиппины","الفلبين","Filipinas","菲律宾","菲律賓","فیلیپین","Filipina","Filipina","ฟิลิปปินส์","Filippiinit","Philippines"
"TID_PITCAIRN_ISLANDS","Pitcairn Islands","Îles Pitcairn","Pitcairninseln","Islas Pitcairn","Isole Pitcairn","Pitcairneilanden","Pitcairnøyene","Pitcairn Adaları","ピトケアン諸島","핏케언섬","Острова Питкэрн","جزر بيتكيرن","Ilhas Pitcairn","皮特凯恩群岛","皮特凱恩群島","جزایر پیت‌کرن","Kepulauan Pitcairn","Kepulauan Pitcairn","หมู่เกาะพิตแคร์น","Pitcairn","Quần đảo Pitcairn"
"TID_POLAND","Poland","Pologne","Polen","Polonia","Polonia","Polen","Polen","Polonya","ポーランド","폴란드","Польша","بولندا","Polônia","波兰","波蘭","لهستان","Polandia","Poland","โปแลนด์","Puola","Ba Lan"
"TID_PORTUGAL","Portugal","Portugal","Portugal","Portugal","Portogallo","Portugal","Portugal","Portekiz","ポルトガル","포르투갈","Португалия","البرتغال","Portugal","葡萄牙","葡萄牙","پرتغال","Portugal","Portugal","โปรตุเกส","Portugali","Bồ Đào Nha"
"TID_PUERTO_RICO","Puerto Rico","Porto Rico","Puerto Rico","Puerto Rico","Portorico","Puerto Rico","Puerto Rico","Porto Riko","プエルトリコ","푸에르토리코","Пуэрто-Рико","بورتو ريكو","Porto Rico","波多黎各","波多黎各","پورتوریکو","Puerto Riko","Puerto Rico","เปอร์โตริโก","Puerto Rico","Puerto Rico"
"TID_QATAR","Qatar","Qatar","Katar","Catar","Qatar","Qatar","Qatar","Katar","カタール","카타르","Катар","قطر","Catar","卡塔尔","卡達","قطر","Qatar","Qatar","กาตาร์","Qatar","Qatar"
"TID_REUNION","Réunion","La Réunion","Réunion","Reunión","Riunione","Réunion","Réunion","Toplanma","レユニオン","레위니옹","Реюньон","لم الشمل","Ilha Reunião","留尼旺","留尼旺","رئونیون","Réunion","Réunion","เรอูนียง","Réunion","Réunion"
"TID_ROMANIA","Romania","Roumanie","Rumänien","Rumanía","Romania","Roemenië","Romania","Romanya","ルーマニア","루마니아","Румыния","رومانيا","Romênia","罗马尼亚","羅馬尼亞","رومانی","Rumania","Romania","โรมาเนีย","Romania","Romania"
"TID_RUSSIA","Russia","Russie","Russland","Rusia","Russia","Rusland","Russland","Rusya","ロシア","러시아","Россия","روسيا","Rússia","俄罗斯","俄羅斯","روسیه","Rusia","Rusia","รัสเซีย","Venäjä","Nga"
"TID_RWANDA","Rwanda","Rwanda","Ruanda","Ruanda","Ruanda","Rwanda","Rwanda","Ruanda","ルワンダ","르완다","Руанда","رواندا","Ruanda","卢旺达","盧安達","رواندا","Rwanda","Rwanda","รวันดา","Ruanda","Rwanda"
"TID_SAINT_BARTHELEMY","Saint Barthélemy","Saint-Barthélemy","Saint-Barthélemy","San Bartolomé","Saint Barthélemy","Saint-Barthélemy","Saint-Barthélemy","Saint Barthélemy","サン・バルテルミー島","생바르텔레미","Сен-Бартелеми","سانت بارتيليمي","Saint Barts","圣巴托洛缪岛","聖巴泰勒米","سنت بارثلمی","Saint Barthélemy","Saint Barthélemy","แซ็งบาร์เตเลมี","Saint-Barthélemy","Saint Barthélemy"
"TID_SAINT_HELENA","Saint Helena","Sainte-Hélène","St. Helena","Santa Elena","Sant'Elena","Sint-Helena","St. Helena","Saint Helena","セントヘレナ","헬레나","Остров Святой Елены","سانت هيلانة","Santa Helena","圣赫勒拿","聖海蓮娜","سنت هلن","Saint Helena","Saint Helena","เซนต์เฮเลนา","Saint Helena","Saint Helena"
"TID_SAINT_KITTS_AND_NEVIS","Saint Kitts and Nevis","Saint-Christophe-et-Niévès","St. Kitts und Nevis","San Cristóbal y Nieves","Saint Kitts e Nevis","Saint Kitts en Nevis","Saint Kitts og Nevi","Saint Kitts ve Nevis","セントクリストファー・ネイビス","세인트키츠네비스","Сент-Китс и Невис","سانت كيتس ونيفيس","São Cristóvão e Névis","圣基茨和尼维斯","聖克里斯多福及尼維斯","سنت کیتس و نویس","Saint Kitts dan Nevis","Saint Kitts dan Nevis","เซนต์คิตส์และเนวิส","Saint Kitts ja Nevis","Saint Kitts và Nevis"
"TID_SAINT_LUCIA","Saint Lucia","Sainte-Lucie","St. Lucia","Santa Lucía","Santa Lucia","Saint Lucia","Saint Lucia","Saint Lucia","セントルシア","세인트루시아","Сент-Люсия","سانت لوسيا","Santa Lúcia","圣卢西亚岛","聖露西亞","سنت لوسیا","Saint Lucia","Saint Lucia","เซนต์ลูเซีย","Saint Lucia","Saint Lucia"
"TID_SAINT_MARTIN","Saint Martin","Saint-Martin","St. Martin","San Martín","Saint Martin","Saint-Martin","Saint Martin","Saint Martin","サン・マルタン","세인트마틴","Сен-Мартен","سانت مارتن","São Martim","圣马丁岛","聖馬丁島","سنت مارتین","Saint Martin","Saint Martin","เซนต์มาร์ติน","Saint-Martin","Saint Martin"
"TID_SAINT_PIERRE_AND_MIQUELON","Saint Pierre and Miquelon","Saint-Pierre-et-Miquelon","St. Pierre und Miquelon","San Pedro y Miquelón","Saint Pierre e Miquelon","Saint-Pierre en Miquelon","Saint-Pierre og Miquelon","Saint Pierre ve Miquelon","サンピエール島・ミクロン島","생피에르미클롱","Сен-Пьер и Микелон","سان بيار وميكلون","Saint Pierre e Miquelon","圣皮埃尔和密克隆群岛","聖皮耶與密克隆群島","سنت پیر و ماژلان","Saint Pierre dan Miquelon","Saint Pierre dan Miquelon","แซงปีแยร์และมีเกอลง","Saint-Pierre ja Miquelon","Saint Pierre và Miquelon"
"TID_SAMOA","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","サモア","사모아","Самоа","ساموا","Samoa","萨摩亚","薩摩亞","ساموآ","Samoa","Samoa","ซามัว","Samoa","Samoa"
"TID_SAN_MARINO","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","San Marino","サンマリノ","산 마리노","Сан-Марино","سان مارينو","San Marino","圣马力诺","聖馬利諾","سان مارینو","San Marino","San Marino","ซานมารีโน","San Marino","San Marino"
"TID_SAO_TOME_AND_PRINCIPE","São Tomé and Príncipe","Sao Tomé-et-Principe","São Tomé und Príncipe","Santo Tomé y Príncipe","São Tomé e Príncipe","São Tomé en Principe","São Tomé og Príncipe","São Tomé ve Príncipe","サントメ・プリンシペ","상투메 프린시페","Сан-Томе и Принсипи","ساو تومي وبرينسيبي","São Tomé e Príncipe","圣多美和普林西比","聖多美普林西比","سائوتومه و پرینسیپ","São Tomé dan Príncipe","São Tomé dan Príncipe","เซาตูเมและปรินซิปี","São Tomé ja Príncipe","São Tomé và Príncipe"
"TID_SAUDI_ARABIA","Saudi Arabia","Arabie saoudite","Saudi-Arabien","Arabia Saudí","Arabia Saudita","Saudi-Arabië","Saudi-Arabia","Suudi Arabistan","サウジアラビア","사우디아라비아","Саудовская Аравия","المملكة العربية السعودية","Arábia Saudita","沙特阿拉伯","沙烏地阿拉伯","عربستان سعودی","Arab Saudi","Arab Saudi","ซาอุดีอาระเบีย","Saudi-Arabia","Ả Rập Saudi"
"TID_SENEGAL","Senegal","Sénégal","Senegal","Senegal","Senegal","Senegal","Senegal","Senegal","セネガル","세네갈","Сенегал","السنغال","Senegal","塞内加尔","塞內加爾","سنگال","Senegal","Senegal","เซเนกัล","Senegal","Senegal"
"TID_SERBIA","Serbia","Serbie","Serbien","Serbia","Serbia","Servië","Serbia","Sırbistan","セルビア","세르비아","Сербия","صربيا","Sérvia","塞尔维亚","塞爾維亞","صربستان","Serbia","Serbia","เซอร์เบีย","Serbia","Serbia"
"TID_SEYCHELLES","Seychelles","Seychelles","Seychellen","Seychelles","Seychelles","Seychellen","Seychellene","Seyşeller","セイシェル","세이셸","Сейшелы","سيشيل","Ilhas Seychelles","塞舌尔","塞席爾","سیشل","Seychelles","Seychelles","เซเชลส์","Seychellit","Seychelles"
"TID_SIERRA_LEONE","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leona","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leone","シエラレオネ","시에라리온","Сьерра-Леоне","سيراليون","Serra Leoa","塞拉利昂","獅子山共和國","سیرا لئون","Sierra Leone","Sierra Leone","เซียร์ราลีโอน","Sierra Leone","Sierra Leone"
"TID_SINGAPORE","Singapore","Singapour","Singapur","Singapur","Singapore","Singapore","Singapore","Singapur","シンガポール","싱가포르","Сингапур","سنغافورة","Cingapura","新加坡","新加坡","سنگاپور","Singapura","Singapura","สิงคโปร์","Singapore","Singapore"
"TID_SINT_MAARTEN","Sint Maarten","Saint-Martin","Sint Maarten","Sint Maarten","Sint Maarten","Sint-Maarten","Sint Maarten","Sint Maarten","セント・マーチン島","세인트 마틴","Синт-Мартен","سانت مارتن","São Martim","荷属圣马丁","荷屬聖馬丁","سنت مارتن","Sint Maarten","Sint Maarten","ซินต์มาร์เติน","Sint Maarten","Sint Maarten"
"TID_SLOVAKIA","Slovakia","Slovaquie","Slowakei","Eslovaquia","Slovacchia","Slowakije","Slovakia","Slovakya","スロバキア","슬로바키아","Словакия","سلوفاكيا","Eslováquia","斯洛伐克","斯洛伐克","اسلواکی","Slowakia","Slovakia","สโลวะเกีย","Slovakia","Slovakia"
"TID_SLOVENIA","Slovenia","Slovénie","Slowenien","Eslovenia","Slovenia","Slovenië","Slovenia","Slovenya","スロベニア","슬로베니아","Словения","سلوفينيا","Eslovênia","斯洛文尼亚","斯洛維尼亞","اسلوونی","Slovenia","Slovenia","สโลวีเนีย","Slovenia","Slovenia"
"TID_SOLOMON_ISLANDS","Solomon Islands","Îles Salomon","Salomonen","Islas Salomón","Isole Solomon","Salomonseilanden","Salomonøyene","Solomon Adaları","ソロモン諸島","솔로몬 제도","Соломоновы Острова","جزر سليمان","Ilhas Salomão","所罗门群岛","索羅門群島","جزایر سلیمان","Kepulauan Solomon","Kepulauan Solomon","หมู่เกาะโซโลมอน","Salomonsaaret","Quần đảo Solomon"
"TID_SOMALIA","Somalia","Somalie","Somalia","Somalia","Somalia","Somalië","Somalia","Somali","ソマリア","소말리아","Сомали","الصومال","Somália","索马里","索馬利亞","سومالی","Somalia","Somalia","โซมาเลีย","Somalia","Somalia"
"TID_SOUTH_AFRICA","South Africa","Afrique du Sud","Südafrika","Sudáfrica","Sudafrica","Zuid-Afrika","Sør-Afrika","Güney Afrika","南アフリカ","남아프리카","Южная Африка","جنوب أفريقيا","África do Sul","南非","南非","آفریقای جنوبی","Afrika Selatan","Afrika Selatan","แอฟริกาใต้","Etelä-Afrikka","Nam Phi"
"TID_SOUTH_KOREA","South Korea","Corée du Sud","Südkorea","Corea del Sur","Corea del Sud","Zuid-Korea","Sør-Korea","Güney Kore","韓国","대한민국","Южная Корея","كوريا الجنوبية","Coreia do Sul","韩国","南韓","کره جنوبی","Korea Selatan","Korea Selatan","เกาหลีใต้","Etelä-Korea","Hàn Quốc"
"TID_SOUTH_SUDAN","South Sudan","Soudan du Sud","Südsudan","Sudán del Sur","Sudan del Sud","Zuid-Sudan","Sør-Sudan","Güney Sudan","南スーダン","남수단","Южный Судан","جنوب السودان","Sudão do Sul","南苏丹","南蘇丹","سودان جنوبی","Sudan Selatan","Sudan Selatan","ซูดานใต้","Etelä-Sudan","Nam Sudan"
"TID_SPAIN","Spain","Espagne","Spanien","España","Spagna","Spanje","Spania","İspanya","スペイン","스페인","Испания","إسبانيا","Espanha","西班牙","西班牙","اسپانیا","Spanyol","Sepanyol","สเปน","Espanja","Tây Ban Nha"
"TID_SRI_LANKA","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","スリランカ","스리랑카","Шри-Ланка","سيريلانكا","Sri Lanka","斯里兰卡","斯里蘭卡","سریلانکا","Sri Lanka","Sri Lanka","ศรีลังกา","Sri Lanka","Sri Lanka"
"TID_ST_VINCENT_GRENADINES","St. Vincent & Grenadines","Saint-Vincent-et-les-Grenadines","St. Vincent und die Grenadinen","San Vicente y las Granadinas","Saint Vincent e Grenadine","Saint Vincent en de Grenadines","Saint Vincent og Grenadinene","St. Vincent ve Grenadines","セントビンセント・グレナディーン","세인트빈센트 그레나딘","Сент-Винсент и Гренадины","سانت فنسنت وغرينادين","São Vicente e Granadinas","圣文森特和格林纳丁斯","聖文森及格瑞那丁","سنت وینسنت و گرنادین‌ها","St. Vincent & Grenadines","St. Vincent & Grenadines","เซนต์วินเซนต์และเกรนาดีนส์","Saint Vincent ja Grenadiinit","St. Vincent & Grenadines"
"TID_SUDAN","Sudan","Soudan","Sudan","Sudán","Sudan","Sudan","Sudan","Sudan","スーダン","수단","Судан","السودان","Sudão","苏丹","蘇丹","سودان","Sudan","Sudan","ซูดาน","Sudan","Sudan"
"TID_SURINAME","Suriname","Suriname","Suriname","Surinam","Suriname","Suriname","Surinam","Surinam","スリナム","수리남","Суринам","سورينام","Suriname","苏里南","蘇利南","سورینام","Suriname","Suriname","ซูรินาเม","Suriname","Suriname"
"TID_SVALBARD_AND_JAN_MAYEN","Svalbard and Jan Mayen","Svalbard et Jan Mayen","Svalbard und Jan Mayen","Svalbard y Jan Mayen","Svalbard e Jan Mayen","Svalbard en Jan Mayen","Svalbard og Jan Mayen","Svalbard ve Jan Mayen","スヴァルバル諸島およびヤンマイエン島","스발바르 얀마옌","Шпицберген и Ян-Майен","سفالبارد وجان مايان","Svalbard e Jan Mayen","斯瓦尔巴和扬马延","斯瓦巴和揚馬延","سوالبارد و یان ماین","Svalbard dan Jan Mayen","Svalbard dan Jan Mayen","สฟาลบาร์และยานไมเอน","Huippuvuoret ja Jan Mayen","Svalbard và Jan Mayen"
